,Candidat,Date,Nb de likes
0,melenchon_2022,2021-12-29 14:17:00+00:00,78
1,melenchon_2022,2021-12-29 13:36:25+00:00,238
2,melenchon_2022,2021-12-28 17:19:00+00:00,468
3,melenchon_2022,2021-12-28 09:42:00+00:00,35
4,melenchon_2022,2021-12-27 15:20:00+00:00,189
5,melenchon_2022,2021-12-27 10:36:00+00:00,334
6,melenchon_2022,2021-12-26 17:27:45+00:00,707
7,melenchon_2022,2021-12-26 09:15:00+00:00,227
8,melenchon_2022,2021-12-25 17:00:00+00:00,109
9,melenchon_2022,2021-12-25 14:14:09+00:00,182
10,melenchon_2022,2021-12-25 12:04:00+00:00,421
11,melenchon_2022,2021-12-24 15:21:45+00:00,7
12,melenchon_2022,2021-12-24 15:00:03+00:00,526
13,melenchon_2022,2021-12-23 16:20:55+00:00,177
14,melenchon_2022,2021-12-23 13:55:00+00:00,189
15,melenchon_2022,2021-12-23 12:31:10+00:00,520
16,melenchon_2022,2021-12-22 08:45:00+00:00,433
17,melenchon_2022,2021-12-21 17:09:05+00:00,385
18,melenchon_2022,2021-12-21 13:20:00+00:00,349
19,melenchon_2022,2021-12-21 08:00:02+00:00,23
20,melenchon_2022,2021-12-20 17:06:25+00:00,95
21,melenchon_2022,2021-12-20 17:05:38+00:00,265
22,melenchon_2022,2021-12-20 17:00:00+00:00,62
23,melenchon_2022,2021-12-20 16:00:02+00:00,74
24,melenchon_2022,2021-12-20 14:36:56+00:00,88
25,melenchon_2022,2021-12-19 13:22:00+00:00,43
26,melenchon_2022,2021-12-19 09:04:00+00:00,72
27,melenchon_2022,2021-12-18 21:19:45+00:00,150
28,melenchon_2022,2021-12-18 20:17:30+00:00,344
29,melenchon_2022,2021-12-18 19:52:57+00:00,378
30,melenchon_2022,2021-12-18 13:12:00+00:00,119
31,melenchon_2022,2021-12-18 11:51:29+00:00,177
32,melenchon_2022,2021-12-18 10:18:31+00:00,70
33,melenchon_2022,2021-12-18 07:35:00+00:00,87
34,melenchon_2022,2021-12-17 16:17:00+00:00,42
35,melenchon_2022,2021-12-17 14:45:11+00:00,42
36,melenchon_2022,2021-12-17 14:45:10+00:00,43
37,melenchon_2022,2021-12-17 14:45:09+00:00,29
38,melenchon_2022,2021-12-17 14:45:07+00:00,302
39,melenchon_2022,2021-12-17 14:00:00+00:00,88
40,melenchon_2022,2021-12-17 12:20:00+00:00,18
41,melenchon_2022,2021-12-17 10:54:00+00:00,49
42,melenchon_2022,2021-12-17 10:48:00+00:00,71
43,melenchon_2022,2021-12-17 07:10:00+00:00,29
44,melenchon_2022,2021-12-16 18:20:00+00:00,47
45,melenchon_2022,2021-12-16 18:02:41+00:00,26
46,melenchon_2022,2021-12-16 18:00:01+00:00,55
47,melenchon_2022,2021-12-16 17:52:06+00:00,166
48,melenchon_2022,2021-12-16 17:14:00+00:00,31
49,melenchon_2022,2021-12-16 16:01:00+00:00,102
50,melenchon_2022,2021-12-16 15:52:46+00:00,3
51,melenchon_2022,2021-12-16 15:12:03+00:00,21
52,melenchon_2022,2021-12-16 15:12:02+00:00,226
53,melenchon_2022,2021-12-16 14:12:29+00:00,104
54,melenchon_2022,2021-12-16 13:46:52+00:00,30
55,melenchon_2022,2021-12-16 12:06:01+00:00,223
56,melenchon_2022,2021-12-16 09:33:05+00:00,81
57,melenchon_2022,2021-12-16 07:49:44+00:00,173
58,melenchon_2022,2021-12-15 23:39:26+00:00,49
59,melenchon_2022,2021-12-15 21:07:23+00:00,100
60,melenchon_2022,2021-12-15 20:52:08+00:00,38
61,melenchon_2022,2021-12-15 20:35:03+00:00,44
62,melenchon_2022,2021-12-15 20:21:34+00:00,38
63,melenchon_2022,2021-12-15 20:17:42+00:00,518
64,melenchon_2022,2021-12-15 19:51:56+00:00,108
65,melenchon_2022,2021-12-15 19:38:45+00:00,53
66,melenchon_2022,2021-12-15 19:30:35+00:00,70
67,melenchon_2022,2021-12-15 19:22:07+00:00,29
68,melenchon_2022,2021-12-15 19:14:48+00:00,21
69,melenchon_2022,2021-12-15 18:58:19+00:00,34
70,melenchon_2022,2021-12-15 18:19:56+00:00,64
71,melenchon_2022,2021-12-15 18:18:11+00:00,84
72,melenchon_2022,2021-12-15 17:30:00+00:00,36
73,melenchon_2022,2021-12-15 17:27:36+00:00,64
74,melenchon_2022,2021-12-15 17:14:56+00:00,1
75,melenchon_2022,2021-12-15 17:14:48+00:00,3
76,melenchon_2022,2021-12-15 16:55:20+00:00,417
77,melenchon_2022,2021-12-15 16:43:40+00:00,150
78,melenchon_2022,2021-12-15 15:52:01+00:00,22
79,melenchon_2022,2021-12-15 15:46:45+00:00,63
80,melenchon_2022,2021-12-15 14:14:40+00:00,120
81,melenchon_2022,2021-12-15 10:27:35+00:00,30
82,melenchon_2022,2021-12-15 09:27:40+00:00,21
83,melenchon_2022,2021-12-15 09:00:00+00:00,113
84,melenchon_2022,2021-12-15 08:01:00+00:00,29
85,melenchon_2022,2021-12-14 17:02:00+00:00,137
86,melenchon_2022,2021-12-14 15:00:00+00:00,87
87,melenchon_2022,2021-12-14 13:42:20+00:00,256
88,melenchon_2022,2021-12-14 12:36:40+00:00,45
89,melenchon_2022,2021-12-14 12:05:00+00:00,36
90,melenchon_2022,2021-12-14 09:20:00+00:00,270
91,melenchon_2022,2021-12-14 07:45:00+00:00,61
92,melenchon_2022,2021-12-13 21:09:53+00:00,278
93,melenchon_2022,2021-12-13 19:58:40+00:00,97
94,melenchon_2022,2021-12-13 18:22:14+00:00,89
95,melenchon_2022,2021-12-13 17:26:38+00:00,9
96,melenchon_2022,2021-12-13 17:00:00+00:00,26
97,melenchon_2022,2021-12-13 16:53:42+00:00,246
98,melenchon_2022,2021-12-13 16:13:24+00:00,81
99,melenchon_2022,2021-12-13 15:22:55+00:00,18
100,melenchon_2022,2021-12-13 15:16:29+00:00,518
101,melenchon_2022,2021-12-13 14:12:19+00:00,48
102,melenchon_2022,2021-12-13 12:03:57+00:00,52
103,melenchon_2022,2021-12-13 12:03:57+00:00,67
104,melenchon_2022,2021-12-13 12:03:55+00:00,212
105,melenchon_2022,2021-12-12 21:52:50+00:00,161
106,melenchon_2022,2021-12-12 21:45:57+00:00,434
107,melenchon_2022,2021-12-12 21:33:12+00:00,144
108,melenchon_2022,2021-12-12 21:06:24+00:00,539
109,melenchon_2022,2021-12-12 21:00:45+00:00,32
110,melenchon_2022,2021-12-12 20:53:33+00:00,127
111,melenchon_2022,2021-12-12 20:46:40+00:00,56
112,melenchon_2022,2021-12-12 20:39:50+00:00,65
113,melenchon_2022,2021-12-12 20:23:27+00:00,63
114,melenchon_2022,2021-12-12 20:14:59+00:00,28
115,melenchon_2022,2021-12-12 20:12:55+00:00,31
116,melenchon_2022,2021-12-12 20:11:54+00:00,44
117,melenchon_2022,2021-12-12 19:53:35+00:00,71
118,melenchon_2022,2021-12-12 19:43:11+00:00,32
119,melenchon_2022,2021-12-12 19:40:46+00:00,57
120,melenchon_2022,2021-12-12 19:27:33+00:00,91
121,melenchon_2022,2021-12-12 19:27:05+00:00,150
122,melenchon_2022,2021-12-12 19:12:47+00:00,26
123,melenchon_2022,2021-12-12 18:26:06+00:00,34
124,melenchon_2022,2021-12-12 18:26:03+00:00,95
125,melenchon_2022,2021-12-12 18:20:10+00:00,113
126,melenchon_2022,2021-12-12 18:14:09+00:00,57
127,melenchon_2022,2021-12-12 18:09:00+00:00,98
128,melenchon_2022,2021-12-12 18:04:54+00:00,15
129,melenchon_2022,2021-12-12 17:54:09+00:00,148
130,melenchon_2022,2021-12-12 17:48:43+00:00,19
131,melenchon_2022,2021-12-12 17:47:44+00:00,63
132,melenchon_2022,2021-12-12 17:38:57+00:00,359
133,melenchon_2022,2021-12-12 17:23:33+00:00,25
134,melenchon_2022,2021-12-12 17:19:06+00:00,84
135,melenchon_2022,2021-12-12 17:17:04+00:00,26
136,melenchon_2022,2021-12-12 17:13:45+00:00,43
137,melenchon_2022,2021-12-12 16:55:58+00:00,60
138,melenchon_2022,2021-12-12 15:38:37+00:00,53
139,melenchon_2022,2021-12-12 14:11:09+00:00,52
140,melenchon_2022,2021-12-12 14:11:08+00:00,53
141,melenchon_2022,2021-12-12 14:11:06+00:00,122
142,melenchon_2022,2021-12-12 14:11:06+00:00,42
143,melenchon_2022,2021-12-12 14:11:04+00:00,75
144,melenchon_2022,2021-12-12 14:11:03+00:00,61
145,melenchon_2022,2021-12-12 14:11:02+00:00,78
146,melenchon_2022,2021-12-12 14:11:01+00:00,255
147,melenchon_2022,2021-12-12 10:18:49+00:00,147
148,melenchon_2022,2021-12-11 19:41:35+00:00,213
149,melenchon_2022,2021-12-10 16:21:21+00:00,162
150,melenchon_2022,2021-12-10 16:05:49+00:00,159
151,melenchon_2022,2021-12-10 15:05:25+00:00,144
152,melenchon_2022,2021-12-10 14:05:25+00:00,98
153,melenchon_2022,2021-12-10 08:00:00+00:00,271
154,melenchon_2022,2021-12-09 20:56:20+00:00,181
155,melenchon_2022,2021-12-09 19:53:18+00:00,92
156,melenchon_2022,2021-12-09 19:23:19+00:00,386
157,melenchon_2022,2021-12-09 19:05:32+00:00,107
158,melenchon_2022,2021-12-09 18:51:13+00:00,192
159,melenchon_2022,2021-12-09 18:27:14+00:00,122
160,melenchon_2022,2021-12-09 17:31:21+00:00,68
161,melenchon_2022,2021-12-09 17:05:46+00:00,44
162,melenchon_2022,2021-12-09 16:57:33+00:00,205
163,melenchon_2022,2021-12-09 16:54:44+00:00,15
164,melenchon_2022,2021-12-09 16:54:41+00:00,19
165,melenchon_2022,2021-12-09 16:54:39+00:00,8
166,melenchon_2022,2021-12-09 16:54:37+00:00,6
167,melenchon_2022,2021-12-09 16:54:35+00:00,11
168,melenchon_2022,2021-12-09 16:54:33+00:00,11
169,melenchon_2022,2021-12-09 16:54:31+00:00,12
170,melenchon_2022,2021-12-09 16:54:29+00:00,10
171,melenchon_2022,2021-12-09 16:54:27+00:00,9
172,melenchon_2022,2021-12-09 16:54:25+00:00,12
173,melenchon_2022,2021-12-09 16:54:22+00:00,11
174,melenchon_2022,2021-12-09 16:54:21+00:00,51
175,melenchon_2022,2021-12-09 13:16:31+00:00,230
176,melenchon_2022,2021-12-09 11:18:54+00:00,174
177,melenchon_2022,2021-12-09 10:58:00+00:00,141
178,melenchon_2022,2021-12-08 19:09:46+00:00,102
179,melenchon_2022,2021-12-08 19:01:38+00:00,78
180,melenchon_2022,2021-12-08 18:36:21+00:00,371
181,melenchon_2022,2021-12-08 18:16:45+00:00,65
182,melenchon_2022,2021-12-08 18:01:00+00:00,65
183,melenchon_2022,2021-12-08 17:58:18+00:00,114
184,melenchon_2022,2021-12-08 17:18:14+00:00,92
185,melenchon_2022,2021-12-08 16:29:22+00:00,154
186,melenchon_2022,2021-12-08 14:06:44+00:00,123
187,melenchon_2022,2021-12-08 09:00:00+00:00,58
188,melenchon_2022,2021-12-08 08:26:59+00:00,101
189,melenchon_2022,2021-12-08 07:00:00+00:00,416
190,melenchon_2022,2021-12-07 19:35:53+00:00,437
191,melenchon_2022,2021-12-07 13:31:50+00:00,226
192,melenchon_2022,2021-12-07 11:54:09+00:00,495
193,melenchon_2022,2021-12-06 20:22:01+00:00,431
194,melenchon_2022,2021-12-06 14:28:00+00:00,17
195,melenchon_2022,2021-12-06 14:26:48+00:00,51
196,melenchon_2022,2021-12-06 14:23:46+00:00,23
197,melenchon_2022,2021-12-06 13:37:00+00:00,105
198,melenchon_2022,2021-12-05 19:07:00+00:00,55
199,melenchon_2022,2021-12-05 18:02:00+00:00,137
200,melenchon_2022,2021-12-05 17:25:44+00:00,495
201,melenchon_2022,2021-12-05 17:00:00+00:00,157
202,melenchon_2022,2021-12-05 15:14:20+00:00,39
203,melenchon_2022,2021-12-05 15:11:13+00:00,326
204,melenchon_2022,2021-12-05 14:54:05+00:00,1049
205,melenchon_2022,2021-12-05 14:50:47+00:00,205
206,melenchon_2022,2021-12-05 14:48:42+00:00,166
207,melenchon_2022,2021-12-05 14:43:41+00:00,162
208,melenchon_2022,2021-12-05 14:42:12+00:00,239
209,melenchon_2022,2021-12-05 14:40:29+00:00,155
210,melenchon_2022,2021-12-05 14:37:18+00:00,151
211,melenchon_2022,2021-12-05 14:28:45+00:00,162
212,melenchon_2022,2021-12-05 14:20:04+00:00,344
213,melenchon_2022,2021-12-05 14:10:10+00:00,320
214,melenchon_2022,2021-12-05 14:10:07+00:00,105
215,melenchon_2022,2021-12-05 14:09:06+00:00,102
216,melenchon_2022,2021-12-05 14:01:46+00:00,61
217,melenchon_2022,2021-12-05 14:01:28+00:00,190
218,melenchon_2022,2021-12-05 13:53:57+00:00,119
219,melenchon_2022,2021-12-05 13:51:55+00:00,149
220,melenchon_2022,2021-12-05 13:51:46+00:00,23
221,melenchon_2022,2021-12-05 13:46:35+00:00,28
222,melenchon_2022,2021-12-05 13:45:49+00:00,272
223,melenchon_2022,2021-12-05 13:44:33+00:00,118
224,melenchon_2022,2021-12-05 13:42:07+00:00,92
225,melenchon_2022,2021-12-05 13:39:51+00:00,102
226,melenchon_2022,2021-12-05 13:31:26+00:00,61
227,melenchon_2022,2021-12-05 13:30:32+00:00,709
228,melenchon_2022,2021-12-05 13:29:29+00:00,103
229,melenchon_2022,2021-12-05 13:23:51+00:00,58
230,melenchon_2022,2021-12-05 13:23:51+00:00,108
231,melenchon_2022,2021-12-05 13:23:49+00:00,50
232,melenchon_2022,2021-12-05 13:20:27+00:00,171
233,melenchon_2022,2021-12-05 13:15:21+00:00,75
234,melenchon_2022,2021-12-05 13:13:47+00:00,294
235,melenchon_2022,2021-12-05 13:12:05+00:00,59
236,melenchon_2022,2021-12-05 13:06:56+00:00,69
237,melenchon_2022,2021-12-05 13:04:50+00:00,120
238,melenchon_2022,2021-12-05 12:48:07+00:00,178
239,melenchon_2022,2021-12-05 12:31:28+00:00,16
240,melenchon_2022,2021-12-05 12:26:26+00:00,40
241,melenchon_2022,2021-12-05 12:26:11+00:00,139
242,melenchon_2022,2021-12-05 11:09:30+00:00,7
243,melenchon_2022,2021-12-05 11:08:26+00:00,89
244,melenchon_2022,2021-12-05 11:04:17+00:00,99
245,melenchon_2022,2021-12-05 11:02:47+00:00,64
246,melenchon_2022,2021-12-05 10:57:25+00:00,96
247,melenchon_2022,2021-12-05 10:55:02+00:00,8
248,melenchon_2022,2021-12-05 10:52:52+00:00,56
249,melenchon_2022,2021-12-05 10:49:45+00:00,625
250,melenchon_2022,2021-12-05 10:46:42+00:00,166
251,melenchon_2022,2021-12-05 10:09:16+00:00,632
252,melenchon_2022,2021-12-05 09:00:02+00:00,63
253,melenchon_2022,2021-12-05 08:23:46+00:00,342
254,melenchon_2022,2021-12-05 08:08:34+00:00,194
255,melenchon_2022,2021-12-05 07:30:00+00:00,168
256,melenchon_2022,2021-12-04 12:24:00+00:00,449
257,melenchon_2022,2021-12-03 21:05:19+00:00,92
258,melenchon_2022,2021-12-03 21:03:20+00:00,23
259,melenchon_2022,2021-12-03 18:00:42+00:00,266
260,melenchon_2022,2021-12-03 16:41:00+00:00,25
261,melenchon_2022,2021-12-03 16:37:00+00:00,59
262,melenchon_2022,2021-12-03 16:03:54+00:00,720
263,melenchon_2022,2021-12-03 13:44:00+00:00,128
264,melenchon_2022,2021-12-03 12:30:57+00:00,254
265,melenchon_2022,2021-12-03 12:24:53+00:00,90
266,melenchon_2022,2021-12-03 11:27:18+00:00,61
267,melenchon_2022,2021-12-03 11:12:57+00:00,75
268,melenchon_2022,2021-12-03 10:38:34+00:00,5
269,melenchon_2022,2021-12-03 10:24:45+00:00,1359
270,melenchon_2022,2021-12-03 08:11:53+00:00,475
271,melenchon_2022,2021-12-03 08:06:12+00:00,263
272,melenchon_2022,2021-12-02 18:26:06+00:00,94
273,melenchon_2022,2021-12-02 16:33:00+00:00,188
274,melenchon_2022,2021-12-02 14:34:00+00:00,91
275,melenchon_2022,2021-12-02 14:03:37+00:00,44
276,melenchon_2022,2021-12-02 12:49:00+00:00,27
277,melenchon_2022,2021-12-02 08:35:30+00:00,8
278,melenchon_2022,2021-12-02 08:29:54+00:00,9
279,melenchon_2022,2021-12-02 07:14:00+00:00,239
280,melenchon_2022,2021-12-01 18:45:00+00:00,90
281,melenchon_2022,2021-12-01 15:25:00+00:00,114
282,melenchon_2022,2021-12-01 14:29:30+00:00,157
283,melenchon_2022,2021-12-01 11:17:15+00:00,82
284,melenchon_2022,2021-12-01 11:07:00+00:00,72
285,melenchon_2022,2021-12-01 09:24:00+00:00,24
286,melenchon_2022,2021-12-01 08:57:38+00:00,253
287,melenchon_2022,2021-12-01 08:50:27+00:00,179
288,n_arthaud,2021-12-28 19:16:34+00:00,1002
289,n_arthaud,2021-12-28 15:18:49+00:00,95
290,n_arthaud,2021-12-27 19:06:23+00:00,168
291,n_arthaud,2021-12-24 16:38:15+00:00,1001
292,n_arthaud,2021-12-24 08:02:54+00:00,684
293,n_arthaud,2021-12-22 14:39:30+00:00,598
294,n_arthaud,2021-12-21 12:13:39+00:00,2333
295,n_arthaud,2021-12-20 08:53:27+00:00,280
296,n_arthaud,2021-12-20 07:45:26+00:00,99
297,n_arthaud,2021-12-19 14:51:28+00:00,120
298,n_arthaud,2021-12-18 13:44:19+00:00,66
299,n_arthaud,2021-12-18 13:24:20+00:00,145
300,n_arthaud,2021-12-18 13:00:41+00:00,77
301,n_arthaud,2021-12-18 12:16:13+00:00,193
302,n_arthaud,2021-12-17 12:06:25+00:00,1952
303,n_arthaud,2021-12-16 09:14:10+00:00,1646
304,n_arthaud,2021-12-15 22:36:46+00:00,105
305,n_arthaud,2021-12-15 21:07:41+00:00,537
306,n_arthaud,2021-12-15 21:02:28+00:00,83
307,n_arthaud,2021-12-15 20:37:58+00:00,98
308,n_arthaud,2021-12-15 20:17:59+00:00,180
309,n_arthaud,2021-12-14 14:12:19+00:00,1697
310,n_arthaud,2021-12-14 07:09:07+00:00,128
311,n_arthaud,2021-12-13 21:51:23+00:00,80
312,n_arthaud,2021-12-12 19:04:55+00:00,138
313,n_arthaud,2021-12-09 14:00:54+00:00,127
314,n_arthaud,2021-12-08 07:55:08+00:00,34
315,n_arthaud,2021-12-06 19:52:00+00:00,297
316,n_arthaud,2021-12-05 07:11:14+00:00,95
317,n_arthaud,2021-12-04 18:32:05+00:00,936
318,n_arthaud,2021-12-03 17:01:11+00:00,131
319,n_arthaud,2021-12-03 08:02:57+00:00,529
320,n_arthaud,2021-12-01 19:19:08+00:00,278
321,n_arthaud,2021-12-01 19:01:23+00:00,89
322,AnasseKazib,2021-12-29 18:18:02+00:00,12
323,AnasseKazib,2021-12-29 12:23:42+00:00,91
324,AnasseKazib,2021-12-29 03:16:41+00:00,37
325,AnasseKazib,2021-12-29 00:18:24+00:00,4
326,AnasseKazib,2021-12-29 00:01:23+00:00,43
327,AnasseKazib,2021-12-28 23:56:04+00:00,40
328,AnasseKazib,2021-12-28 23:52:36+00:00,171
329,AnasseKazib,2021-12-28 23:44:29+00:00,13
330,AnasseKazib,2021-12-28 23:36:27+00:00,6
331,AnasseKazib,2021-12-28 23:30:44+00:00,563
332,AnasseKazib,2021-12-28 22:56:40+00:00,99
333,AnasseKazib,2021-12-28 18:00:31+00:00,902
334,AnasseKazib,2021-12-28 15:31:50+00:00,69
335,AnasseKazib,2021-12-27 23:48:21+00:00,3
336,AnasseKazib,2021-12-27 23:18:25+00:00,253
337,AnasseKazib,2021-12-27 22:28:50+00:00,34
338,AnasseKazib,2021-12-27 21:38:03+00:00,1
339,AnasseKazib,2021-12-27 20:23:01+00:00,352
340,AnasseKazib,2021-12-27 20:12:59+00:00,116
341,AnasseKazib,2021-12-27 19:50:00+00:00,182
342,AnasseKazib,2021-12-27 18:59:27+00:00,47
343,AnasseKazib,2021-12-27 18:58:25+00:00,508
344,AnasseKazib,2021-12-27 18:47:01+00:00,51
345,AnasseKazib,2021-12-27 18:45:57+00:00,1519
346,AnasseKazib,2021-12-27 14:06:32+00:00,96
347,AnasseKazib,2021-12-27 13:31:14+00:00,48
348,AnasseKazib,2021-12-27 13:23:47+00:00,21
349,AnasseKazib,2021-12-27 13:16:42+00:00,94
350,AnasseKazib,2021-12-27 11:58:46+00:00,40
351,AnasseKazib,2021-12-26 22:57:20+00:00,29
352,AnasseKazib,2021-12-26 21:45:53+00:00,94
353,AnasseKazib,2021-12-26 21:44:17+00:00,26
354,AnasseKazib,2021-12-26 19:47:38+00:00,50
355,AnasseKazib,2021-12-26 19:47:37+00:00,129
356,AnasseKazib,2021-12-26 19:43:08+00:00,69
357,AnasseKazib,2021-12-26 19:42:24+00:00,71
358,AnasseKazib,2021-12-26 19:41:48+00:00,59
359,AnasseKazib,2021-12-26 19:41:13+00:00,51
360,AnasseKazib,2021-12-26 19:39:50+00:00,51
361,AnasseKazib,2021-12-26 19:38:20+00:00,59
362,AnasseKazib,2021-12-26 19:37:26+00:00,71
363,AnasseKazib,2021-12-26 19:36:27+00:00,385
364,AnasseKazib,2021-12-25 13:05:56+00:00,857
365,AnasseKazib,2021-12-25 11:19:46+00:00,0
366,AnasseKazib,2021-12-24 21:14:56+00:00,196
367,AnasseKazib,2021-12-24 18:29:17+00:00,194
368,AnasseKazib,2021-12-24 12:05:12+00:00,217
369,AnasseKazib,2021-12-24 11:01:37+00:00,137
370,AnasseKazib,2021-12-24 10:57:28+00:00,737
371,AnasseKazib,2021-12-23 23:24:52+00:00,120
372,AnasseKazib,2021-12-23 19:05:04+00:00,380
373,AnasseKazib,2021-12-23 12:10:47+00:00,1
374,AnasseKazib,2021-12-23 10:18:21+00:00,120
375,AnasseKazib,2021-12-23 10:12:27+00:00,6
376,AnasseKazib,2021-12-23 09:22:36+00:00,1258
377,AnasseKazib,2021-12-23 00:18:09+00:00,3
378,AnasseKazib,2021-12-22 19:31:36+00:00,75
379,AnasseKazib,2021-12-22 18:59:15+00:00,1282
380,AnasseKazib,2021-12-22 16:43:57+00:00,910
381,AnasseKazib,2021-12-22 15:30:02+00:00,352
382,AnasseKazib,2021-12-22 13:14:25+00:00,70
383,AnasseKazib,2021-12-22 11:46:33+00:00,2008
384,AnasseKazib,2021-12-21 19:47:25+00:00,257
385,AnasseKazib,2021-12-21 19:43:27+00:00,101
386,AnasseKazib,2021-12-21 19:22:08+00:00,21
387,AnasseKazib,2021-12-21 19:05:29+00:00,1780
388,AnasseKazib,2021-12-21 15:48:23+00:00,62
389,AnasseKazib,2021-12-21 15:34:42+00:00,218
390,AnasseKazib,2021-12-21 12:35:01+00:00,4
391,AnasseKazib,2021-12-21 12:33:15+00:00,148
392,AnasseKazib,2021-12-21 12:29:26+00:00,214
393,AnasseKazib,2021-12-21 12:13:31+00:00,535
394,AnasseKazib,2021-12-21 01:11:03+00:00,3
395,AnasseKazib,2021-12-21 01:10:43+00:00,30
396,AnasseKazib,2021-12-20 20:56:03+00:00,57
397,AnasseKazib,2021-12-20 20:36:13+00:00,295
398,AnasseKazib,2021-12-20 20:29:19+00:00,622
